# polypus-physics depth-dose experiment — numerical results
# beam: monoenergetic 100 keV photon pencil beam along +z from (0,0,0)
# medium: water (rho = 1000.0 kg/m^3)
# beam_energy_mev: 0.100000
# n_primaries: 20000
# seed: 2026
# geometry_box_min_cm: [-5.000, -5.000, 0.000]
# geometry_box_max_cm: [5.000, 5.000, 10.000]
# voxel_size_cm: 1.000
# dims_nx_ny_nz: [10, 10, 10]
# mu_100kev_water_per_m: 16.6780
# total_deposit_in_grid_mev: 463.684314
# overflow_mev: 0.000000
# note: dose_gy is absolute for n_primaries; dose_gy_per_primary = dose_gy / n_primaries
# note: local deposition is valid at 100 keV (e- range < 0.2 mm << 1 cm voxel)
ix,iy,iz,x_center_cm,y_center_cm,z_center_cm,energy_mev,dose_gy,dose_gy_per_primary
2,0,9,-2.500,-4.500,9.500,2.854842e-1,4.573961e-11,2.286980e-15
3,0,9,-1.500,-4.500,9.500,1.022781e-1,1.638676e-11,8.193380e-16
4,0,9,-0.500,-4.500,9.500,7.496680e-2,1.201100e-11,6.005502e-16
5,0,9,0.500,-4.500,9.500,4.471947e-2,7.164849e-12,3.582425e-16
6,0,9,1.500,-4.500,9.500,5.164517e-2,8.274468e-12,4.137234e-16
7,0,9,2.500,-4.500,9.500,4.825868e-2,7.731893e-12,3.865946e-16
8,0,9,3.500,-4.500,9.500,1.011750e-1,1.621002e-11,8.105010e-16
9,0,9,4.500,-4.500,9.500,2.033616e-2,3.258212e-12,1.629106e-16
0,1,9,-4.500,-3.500,9.500,2.393311e-2,3.834507e-12,1.917253e-16
1,1,9,-3.500,-3.500,9.500,2.236311e-2,3.582965e-12,1.791482e-16
2,1,9,-2.500,-3.500,9.500,7.298181e-2,1.169298e-11,5.846488e-16
3,1,9,-1.500,-3.500,9.500,4.510742e-2,7.227005e-12,3.613502e-16
4,1,9,-0.500,-3.500,9.500,1.834764e-1,2.939617e-11,1.469808e-15
5,1,9,0.500,-3.500,9.500,2.183855e-1,3.498921e-11,1.749461e-15
6,1,9,1.500,-3.500,9.500,2.992820e-2,4.795027e-12,2.397513e-16
7,1,9,2.500,-3.500,9.500,4.418380e-2,7.079026e-12,3.539513e-16
8,1,9,3.500,-3.500,9.500,1.520224e-1,2.435668e-11,1.217834e-15
9,1,9,4.500,-3.500,9.500,2.416666e-2,3.871926e-12,1.935963e-16
0,2,9,-4.500,-2.500,9.500,8.223344e-3,1.317525e-12,6.587625e-17
1,2,9,-3.500,-2.500,9.500,7.346955e-2,1.177112e-11,5.885560e-16
2,2,9,-2.500,-2.500,9.500,1.342706e-1,2.151252e-11,1.075626e-15
3,2,9,-1.500,-2.500,9.500,5.552233e-2,8.895657e-12,4.447829e-16
4,2,9,-0.500,-2.500,9.500,1.210568e-1,1.939544e-11,9.697719e-16
5,2,9,0.500,-2.500,9.500,1.173327e-1,1.879877e-11,9.399386e-16
6,2,9,1.500,-2.500,9.500,1.532490e-1,2.455320e-11,1.227660e-15
7,2,9,2.500,-2.500,9.500,5.621599e-2,9.006795e-12,4.503398e-16
8,2,9,3.500,-2.500,9.500,7.175580e-2,1.149655e-11,5.748273e-16
9,2,9,4.500,-2.500,9.500,9.040564e-2,1.448458e-11,7.242291e-16
0,3,9,-4.500,-1.500,9.500,2.777680e-2,4.450335e-12,2.225167e-16
1,3,9,-3.500,-1.500,9.500,7.772507e-2,1.245293e-11,6.226465e-16
2,3,9,-2.500,-1.500,9.500,8.091144e-2,1.296344e-11,6.481721e-16
3,3,9,-1.500,-1.500,9.500,8.838319e-2,1.416055e-11,7.080274e-16
4,3,9,-0.500,-1.500,9.500,3.482487e-1,5.579559e-11,2.789779e-15
5,3,9,0.500,-1.500,9.500,2.831067e-1,4.535870e-11,2.267935e-15
6,3,9,1.500,-1.500,9.500,1.751087e-1,2.805551e-11,1.402775e-15
7,3,9,2.500,-1.500,9.500,1.630439e-1,2.612251e-11,1.306125e-15
8,3,9,3.500,-1.500,9.500,3.705208e-2,5.936397e-12,2.968199e-16
9,3,9,4.500,-1.500,9.500,1.211587e-1,1.941176e-11,9.705880e-16
0,4,9,-4.500,-0.500,9.500,3.615984e-2,5.793445e-12,2.896722e-16
1,4,9,-3.500,-0.500,9.500,1.855961e-1,2.973578e-11,1.486789e-15
2,4,9,-2.500,-0.500,9.500,1.353627e-1,2.168750e-11,1.084375e-15
3,4,9,-1.500,-0.500,9.500,3.106632e-1,4.977373e-11,2.488687e-15
4,4,9,-0.500,-0.500,9.500,6.121582e-1,9.807855e-11,4.903928e-15
5,4,9,0.500,-0.500,9.500,6.467125e-1,1.036148e-10,5.180738e-15
6,4,9,1.500,-0.500,9.500,4.162894e-1,6.669691e-11,3.334846e-15
7,4,9,2.500,-0.500,9.500,7.235957e-2,1.159328e-11,5.796640e-16
8,4,9,3.500,-0.500,9.500,1.614765e-1,2.587139e-11,1.293569e-15
9,4,9,4.500,-0.500,9.500,5.890670e-2,9.437894e-12,4.718947e-16
0,5,9,-4.500,0.500,9.500,8.702393e-2,1.394277e-11,6.971385e-16
1,5,9,-3.500,0.500,9.500,1.513329e-1,2.424621e-11,1.212310e-15
2,5,9,-2.500,0.500,9.500,1.520631e-1,2.436319e-11,1.218160e-15
3,5,9,-1.500,0.500,9.500,1.693825e-1,2.713807e-11,1.356904e-15
4,5,9,-0.500,0.500,9.500,9.400542e-1,1.506133e-10,7.530665e-15
5,5,9,0.500,0.500,9.500,9.960240e0,1.595806e-9,7.979032e-14
6,5,9,1.500,0.500,9.500,2.177249e-1,3.488338e-11,1.744169e-15
7,5,9,2.500,0.500,9.500,2.393434e-1,3.834704e-11,1.917352e-15
8,5,9,3.500,0.500,9.500,5.478826e-2,8.778047e-12,4.389024e-16
9,5,9,4.500,0.500,9.500,1.003427e-1,1.607667e-11,8.038334e-16
0,6,9,-4.500,1.500,9.500,9.314407e-2,1.492333e-11,7.461663e-16
1,6,9,-3.500,1.500,9.500,1.092408e-1,1.750230e-11,8.751152e-16
2,6,9,-2.500,1.500,9.500,1.411707e-1,2.261803e-11,1.130902e-15
3,6,9,-1.500,1.500,9.500,1.676607e-1,2.686220e-11,1.343110e-15
4,6,9,-0.500,1.500,9.500,1.199484e-1,1.921785e-11,9.608926e-16
5,6,9,0.500,1.500,9.500,3.520419e-1,5.640333e-11,2.820167e-15
6,6,9,1.500,1.500,9.500,1.604873e-1,2.571290e-11,1.285645e-15
7,6,9,2.500,1.500,9.500,1.364082e-1,2.185500e-11,1.092750e-15
8,6,9,3.500,1.500,9.500,4.679975e-2,7.498146e-12,3.749073e-16
9,6,9,4.500,1.500,9.500,6.401133e-2,1.025575e-11,5.127873e-16
0,7,9,-4.500,2.500,9.500,1.646204e-2,2.637510e-12,1.318755e-16
1,7,9,-3.500,2.500,9.500,4.704861e-2,7.538018e-12,3.769009e-16
2,7,9,-2.500,2.500,9.500,1.033535e-1,1.655906e-11,8.279530e-16
3,7,9,-1.500,2.500,9.500,2.861957e-1,4.585361e-11,2.292680e-15
4,7,9,-0.500,2.500,9.500,1.976753e-1,3.167108e-11,1.583554e-15
5,7,9,0.500,2.500,9.500,1.344128e-1,2.153531e-11,1.076766e-15
6,7,9,1.500,2.500,9.500,6.272361e-2,1.004943e-11,5.024715e-16
7,7,9,2.500,2.500,9.500,2.468523e-2,3.955009e-12,1.977505e-16
8,7,9,3.500,2.500,9.500,4.573293e-2,7.327223e-12,3.663612e-16
9,7,9,4.500,2.500,9.500,1.006507e-1,1.612602e-11,8.063009e-16
0,8,9,-4.500,3.500,9.500,4.557351e-2,7.301681e-12,3.650840e-16
1,8,9,-3.500,3.500,9.500,2.939207e-2,4.709129e-12,2.354565e-16
2,8,9,-2.500,3.500,9.500,6.290681e-2,1.007878e-11,5.039391e-16
3,8,9,-1.500,3.500,9.500,1.193994e-1,1.912990e-11,9.564950e-16
4,8,9,-0.500,3.500,9.500,1.329523e-1,2.130130e-11,1.065065e-15
5,8,9,0.500,3.500,9.500,1.783472e-1,2.857437e-11,1.428718e-15
6,8,9,1.500,3.500,9.500,2.296230e-1,3.678966e-11,1.839483e-15
7,8,9,2.500,3.500,9.500,5.904568e-2,9.460162e-12,4.730081e-16
8,8,9,3.500,3.500,9.500,9.486672e-3,1.519932e-12,7.599662e-17
9,8,9,4.500,3.500,9.500,4.360175e-2,6.985770e-12,3.492885e-16
0,9,9,-4.500,4.500,9.500,1.242619e-1,1.990895e-11,9.954473e-16
1,9,9,-3.500,4.500,9.500,1.465557e-1,2.348081e-11,1.174041e-15
2,9,9,-2.500,4.500,9.500,1.565124e-2,2.507605e-12,1.253803e-16
3,9,9,-1.500,4.500,9.500,1.085457e-1,1.739094e-11,8.695471e-16
4,9,9,-0.500,4.500,9.500,6.560554e-2,1.051117e-11,5.255583e-16
5,9,9,0.500,4.500,9.500,4.921939e-2,7.885816e-12,3.942908e-16
6,9,9,1.500,4.500,9.500,1.524573e-1,2.442635e-11,1.221318e-15
7,9,9,2.500,4.500,9.500,6.459047e-2,1.034853e-11,5.174267e-16
8,9,9,3.500,4.500,9.500,5.518579e-2,8.841738e-12,4.420869e-16
9,9,9,4.500,4.500,9.500,0.000000e0,0.000000e0,0.000000e0
